source,target
Honduras,Niger
Senegal,Niger
Vietnam,Niger
High SDI,Niger
Cambodia,Niger
Peru,Niger
United Kingdom,Niger
Ireland,Niger
Italy,Niger
High-income,Niger
Comoros,Niger
England,Niger
El Salvador,Niger
Bolivia,Niger
Romania,Niger
South Sudan,Niger
Kenya,Niger
Australia,Niger
Oman,Niger
Morocco,Niger
Montenegro,Niger
Bermuda,Niger
Saint Lucia,Senegal
England,Senegal
Kenya,Senegal
Malta,Senegal
Latin America and Caribbean,Senegal
Barbados,Senegal
Afghanistan,Senegal
Lebanon,Senegal
Bermuda,Senegal
Peru,Senegal
Haiti,Senegal
Brazil,Senegal
Djibouti,Senegal
Belarus,Senegal
Burkina Faso,Senegal
Cambodia,Senegal
Gabon,Senegal
Sub-Saharan Africa,Senegal
Comoros,Senegal
Netherlands,Senegal
Morocco,Senegal
Australia,Senegal
Panama,Senegal
Malaysia,Senegal
Bahrain,Senegal
Australasia,Senegal
Iran,Senegal
Tanzania,Senegal
Indonesia,Senegal
New Zealand,Senegal
Turkmenistan,Senegal
Democratic Republic of Congo,Senegal
Syria,Senegal
Grenada,Senegal
Vietnam,Senegal
Somalia,Senegal
Scotland,Senegal
Honduras,Senegal
Kuwait,Senegal
United Kingdom,Senegal
Turkey,Senegal
Fiji,Senegal
Nigeria,Senegal
Italy,Senegal
Tajikistan,Senegal
Southern Latin America,Senegal
Macedonia,Senegal
Wales,Senegal
Nicaragua,Senegal
North Korea,Senegal
South Sudan,Senegal
Sudan,Senegal
Bhutan,Senegal
Canada,Senegal
Palestine,Senegal
Romania,Senegal
Ireland,Senegal
High-income,Senegal
Mauritania,Senegal
Thailand,Senegal
Northern Ireland,Senegal
Oman,Senegal
El Salvador,Senegal
Central Sub-Saharan Africa,Senegal
Eastern Europe,Senegal
High SDI,Senegal
Myanmar,Senegal
Yemen,Senegal
Spain,Senegal
United States Virgin Islands,Senegal
Montenegro,Senegal
Mali,Senegal
Uganda,Senegal
North Africa and Middle East,Senegal
Jordan,Senegal
Bolivia,Senegal
Algeria,Senegal
Israel,Senegal
Tropical Latin America,Senegal
South Sudan,Tajikistan
Macedonia,Tajikistan
Fiji,Tajikistan
Mali,Tajikistan
Australasia,Tajikistan
Barbados,Tajikistan
Malta,Tajikistan
Morocco,Tajikistan
Jordan,Tajikistan
Panama,Tajikistan
England,Tajikistan
Sudan,Tajikistan
Vietnam,Tajikistan
New Zealand,Tajikistan
Kenya,Tajikistan
High-income,Tajikistan
Yemen,Tajikistan
Canada,Tajikistan
Burkina Faso,Tajikistan
Wales,Tajikistan
Nigeria,Tajikistan
Montenegro,Tajikistan
Afghanistan,Tajikistan
Scotland,Tajikistan
Lebanon,Tajikistan
North Korea,Tajikistan
Italy,Tajikistan
Honduras,Tajikistan
Brazil,Tajikistan
Tropical Latin America,Tajikistan
Ireland,Tajikistan
North Africa and Middle East,Tajikistan
Uganda,Tajikistan
Netherlands,Tajikistan
Malaysia,Tajikistan
Bermuda,Tajikistan
Latin America and Caribbean,Tajikistan
Palestine,Tajikistan
Kuwait,Tajikistan
Romania,Tajikistan
Southern Latin America,Tajikistan
Thailand,Tajikistan
Democratic Republic of Congo,Tajikistan
Mauritania,Tajikistan
Belarus,Tajikistan
Myanmar,Tajikistan
Syria,Tajikistan
Eastern Europe,Tajikistan
Turkmenistan,Tajikistan
Gabon,Tajikistan
Northern Ireland,Tajikistan
Iran,Tajikistan
Oman,Tajikistan
Bahrain,Tajikistan
Turkey,Tajikistan
Cambodia,Tajikistan
Algeria,Tajikistan
Bhutan,Tajikistan
Tanzania,Tajikistan
El Salvador,Tajikistan
Qatar,Tajikistan
Djibouti,Tajikistan
High SDI,Tajikistan
Australia,Tajikistan
Bolivia,Tajikistan
Comoros,Tajikistan
Sub-Saharan Africa,Tajikistan
Somalia,Tajikistan
Haiti,Tajikistan
Spain,Tajikistan
United States Virgin Islands,Tajikistan
Indonesia,Tajikistan
Grenada,Tajikistan
Central Sub-Saharan Africa,Tajikistan
Peru,Tajikistan
Israel,Tajikistan
Nicaragua,Tajikistan
United Kingdom,Tajikistan
Saint Lucia,Tajikistan
New Zealand,Fiji
Northern Ireland,Fiji
Malaysia,Fiji
Indonesia,Fiji
England,Fiji
Sub-Saharan Africa,Fiji
Peru,Fiji
Honduras,Fiji
Tanzania,Fiji
Vietnam,Fiji
United States Virgin Islands,Fiji
Mauritania,Fiji
Montenegro,Fiji
Thailand,Fiji
Saint Lucia,Fiji
Barbados,Fiji
Belarus,Fiji
Burkina Faso,Fiji
Ireland,Fiji
Spain,Fiji
United Kingdom,Fiji
Malta,Fiji
Democratic Republic of Congo,Fiji
High SDI,Fiji
Scotland,Fiji
Morocco,Fiji
Somalia,Fiji
Australasia,Fiji
Lebanon,Fiji
Kenya,Fiji
Central Sub-Saharan Africa,Fiji
Yemen,Fiji
Uganda,Fiji
Bahrain,Fiji
Gabon,Fiji
Afghanistan,Fiji
High-income,Fiji
Syria,Fiji
Turkey,Fiji
Oman,Fiji
Israel,Fiji
Jordan,Fiji
Australia,Fiji
Tropical Latin America,Fiji
Cambodia,Fiji
Italy,Fiji
Comoros,Fiji
North Africa and Middle East,Fiji
Sudan,Fiji
Romania,Fiji
Brazil,Fiji
Canada,Fiji
Qatar,Fiji
Bermuda,Fiji
Nicaragua,Fiji
Haiti,Fiji
Nigeria,Fiji
South Sudan,Fiji
Mali,Fiji
Latin America and Caribbean,Fiji
Myanmar,Fiji
Djibouti,Fiji
Wales,Fiji
Southern Latin America,Fiji
Eastern Europe,Fiji
Turkmenistan,Fiji
North Korea,Fiji
Kuwait,Fiji
Macedonia,Fiji
El Salvador,Fiji
Bhutan,Fiji
Algeria,Fiji
Bolivia,Fiji
Grenada,Fiji
Netherlands,Fiji
Panama,Fiji
Iran,Fiji
Palestine,Fiji
Kuwait,Malta
Canada,Malta
Barbados,Malta
Bermuda,Malta
Haiti,Malta
Palestine,Malta
Peru,Malta
South Sudan,Malta
High-income,Malta
United Kingdom,Malta
Italy,Malta
Romania,Malta
Malaysia,Malta
Djibouti,Malta
Yemen,Malta
Turkmenistan,Malta
Nicaragua,Malta
Nigeria,Malta
New Zealand,Malta
Central Sub-Saharan Africa,Malta
Scotland,Malta
United States Virgin Islands,Malta
Gabon,Malta
Jordan,Malta
Democratic Republic of Congo,Malta
Uganda,Malta
Saint Lucia,Malta
Sub-Saharan Africa,Malta
Wales,Malta
Honduras,Malta
Lebanon,Malta
Bolivia,Malta
Vietnam,Malta
Oman,Malta
Burkina Faso,Malta
Sudan,Malta
Latin America and Caribbean,Malta
Algeria,Malta
Turkey,Malta
Bahrain,Malta
Tanzania,Malta
Syria,Malta
Iran,Malta
Comoros,Malta
Belarus,Malta
Qatar,Malta
Bhutan,Malta
Montenegro,Malta
North Africa and Middle East,Malta
Australia,Malta
Cambodia,Malta
Mali,Malta
England,Malta
Brazil,Malta
Morocco,Malta
Tropical Latin America,Malta
Grenada,Malta
Australasia,Malta
High SDI,Malta
Panama,Malta
Mauritania,Malta
Afghanistan,Malta
El Salvador,Malta
Northern Ireland,Malta
Myanmar,Malta
Thailand,Malta
Kenya,Malta
North Korea,Malta
Netherlands,Malta
Israel,Malta
Southern Latin America,Malta
Spain,Malta
Somalia,Malta
Macedonia,Malta
Indonesia,Malta
Ireland,Malta
Eastern Europe,Malta
Iran,Kenya
Mali,Kenya
Mauritania,Kenya
United Kingdom,Kenya
Central Sub-Saharan Africa,Kenya
United States Virgin Islands,Kenya
Burkina Faso,Kenya
Haiti,Kenya
North Africa and Middle East,Kenya
Gabon,Kenya
El Salvador,Kenya
Southern Latin America,Kenya
Bolivia,Kenya
Grenada,Kenya
Australia,Kenya
Democratic Republic of Congo,Kenya
Oman,Kenya
Djibouti,Kenya
Afghanistan,Kenya
Canada,Kenya
Honduras,Kenya
Thailand,Kenya
North Korea,Kenya
Bermuda,Kenya
Northern Ireland,Kenya
Indonesia,Kenya
England,Kenya
Comoros,Kenya
Eastern Europe,Kenya
Somalia,Kenya
Saint Lucia,Kenya
Macedonia,Kenya
Morocco,Kenya
Barbados,Kenya
Tanzania,Kenya
Yemen,Kenya
Sub-Saharan Africa,Kenya
Latin America and Caribbean,Kenya
Jordan,Kenya
Italy,Kenya
Myanmar,Kenya
Turkey,Kenya
Scotland,Kenya
Kuwait,Kenya
Romania,Kenya
Lebanon,Kenya
Montenegro,Kenya
Cambodia,Kenya
Israel,Kenya
High-income,Kenya
Australasia,Kenya
Nicaragua,Kenya
Sudan,Kenya
Bhutan,Kenya
Syria,Kenya
Spain,Kenya
Vietnam,Kenya
Turkmenistan,Kenya
South Sudan,Kenya
Nigeria,Kenya
Ireland,Kenya
Uganda,Kenya
Qatar,Kenya
Panama,Kenya
Palestine,Kenya
Algeria,Kenya
Wales,Kenya
Belarus,Kenya
Peru,Kenya
Netherlands,Kenya
Malaysia,Kenya
High SDI,Kenya
Tropical Latin America,Kenya
Brazil,Kenya
Bahrain,Kenya
New Zealand,Kenya
Canada,Kuwait
El Salvador,Kuwait
Turkey,Kuwait
Somalia,Kuwait
United Kingdom,Kuwait
Malaysia,Kuwait
Wales,Kuwait
Thailand,Kuwait
Belarus,Kuwait
Latin America and Caribbean,Kuwait
Turkmenistan,Kuwait
Syria,Kuwait
Australasia,Kuwait
Bermuda,Kuwait
Grenada,Kuwait
Ireland,Kuwait
Romania,Kuwait
Haiti,Kuwait
Tropical Latin America,Kuwait
Djibouti,Kuwait
Burkina Faso,Kuwait
Bhutan,Kuwait
Vietnam,Kuwait
Myanmar,Kuwait
Mauritania,Kuwait
Iran,Kuwait
Bahrain,Kuwait
Spain,Kuwait
Nicaragua,Kuwait
Algeria,Kuwait
Sub-Saharan Africa,Kuwait
Australia,Kuwait
Montenegro,Kuwait
North Korea,Kuwait
Afghanistan,Kuwait
United States Virgin Islands,Kuwait
Lebanon,Kuwait
Central Sub-Saharan Africa,Kuwait
Yemen,Kuwait
New Zealand,Kuwait
Gabon,Kuwait
Palestine,Kuwait
South Sudan,Kuwait
Scotland,Kuwait
Barbados,Kuwait
Democratic Republic of Congo,Kuwait
Jordan,Kuwait
Mali,Kuwait
Indonesia,Kuwait
Honduras,Kuwait
Macedonia,Kuwait
Cambodia,Kuwait
Bolivia,Kuwait
Oman,Kuwait
Netherlands,Kuwait
Qatar,Kuwait
Northern Ireland,Kuwait
England,Kuwait
Sudan,Kuwait
North Africa and Middle East,Kuwait
Morocco,Kuwait
Panama,Kuwait
Italy,Kuwait
Uganda,Kuwait
Israel,Kuwait
Brazil,Kuwait
Tanzania,Kuwait
Nigeria,Kuwait
Eastern Europe,Kuwait
High SDI,Kuwait
Saint Lucia,Kuwait
Peru,Kuwait
High-income,Kuwait
Comoros,Kuwait
Southern Latin America,Kuwait
High-income,Romania
Eastern Europe,Romania
Spain,Romania
Barbados,Romania
South Sudan,Romania
North Africa and Middle East,Romania
North Korea,Romania
Peru,Romania
Honduras,Romania
New Zealand,Romania
Burkina Faso,Romania
Uganda,Romania
Afghanistan,Romania
Brazil,Romania
Turkmenistan,Romania
United States Virgin Islands,Romania
Central Sub-Saharan Africa,Romania
Djibouti,Romania
Montenegro,Romania
Macedonia,Romania
Haiti,Romania
Italy,Romania
Myanmar,Romania
Australia,Romania
Vietnam,Romania
Somalia,Romania
Nigeria,Romania
Latin America and Caribbean,Romania
Qatar,Romania
Wales,Romania
Belarus,Romania
Southern Latin America,Romania
Mauritania,Romania
Saint Lucia,Romania
Syria,Romania
Bahrain,Romania
Ireland,Romania
Bolivia,Romania
Democratic Republic of Congo,Romania
United Kingdom,Romania
Cambodia,Romania
Grenada,Romania
England,Romania
Bermuda,Romania
Iran,Romania
Bhutan,Romania
Palestine,Romania
Israel,Romania
Panama,Romania
Gabon,Romania
Algeria,Romania
Sudan,Romania
Malaysia,Romania
Tanzania,Romania
Nicaragua,Romania
High SDI,Romania
Indonesia,Romania
Jordan,Romania
Mali,Romania
Turkey,Romania
El Salvador,Romania
Comoros,Romania
Oman,Romania
Lebanon,Romania
Thailand,Romania
Morocco,Romania
Scotland,Romania
Northern Ireland,Romania
Tropical Latin America,Romania
Netherlands,Romania
Australasia,Romania
Sub-Saharan Africa,Romania
Canada,Romania
Yemen,Romania
Bhutan,Turkmenistan
North Africa and Middle East,Turkmenistan
High-income,Turkmenistan
Montenegro,Turkmenistan
Syria,Turkmenistan
Tanzania,Turkmenistan
Congo,Turkmenistan
Sudan,Turkmenistan
Palestine,Turkmenistan
Canada,Turkmenistan
El Salvador,Turkmenistan
New Zealand,Turkmenistan
Oman,Turkmenistan
United Kingdom,Turkmenistan
Belarus,Turkmenistan
Low SDI,Turkmenistan
Saint Lucia,Turkmenistan
Central Sub-Saharan Africa,Turkmenistan
Iran,Turkmenistan
Eastern Europe,Turkmenistan
Malaysia,Turkmenistan
Indonesia,Turkmenistan
Barbados,Turkmenistan
Turkey,Turkmenistan
South Sudan,Turkmenistan
Australasia,Turkmenistan
Sub-Saharan Africa,Turkmenistan
Algeria,Turkmenistan
Jordan,Turkmenistan
Nigeria,Turkmenistan
Somalia,Turkmenistan
Australia,Turkmenistan
Tropical Latin America,Turkmenistan
Latin America and Caribbean,Turkmenistan
Italy,Turkmenistan
Bahrain,Turkmenistan
Afghanistan,Turkmenistan
Thailand,Turkmenistan
Uganda,Turkmenistan
Bermuda,Turkmenistan
High SDI,Turkmenistan
Djibouti,Turkmenistan
Northern Ireland,Turkmenistan
Comoros,Turkmenistan
Burkina Faso,Turkmenistan
Spain,Turkmenistan
Ireland,Turkmenistan
Mauritania,Turkmenistan
Southern Latin America,Turkmenistan
Haiti,Turkmenistan
Democratic Republic of Congo,Turkmenistan
Nicaragua,Turkmenistan
England,Turkmenistan
Lebanon,Turkmenistan
Yemen,Turkmenistan
United States Virgin Islands,Turkmenistan
Netherlands,Turkmenistan
Israel,Turkmenistan
Macedonia,Turkmenistan
Grenada,Turkmenistan
Qatar,Turkmenistan
Honduras,Turkmenistan
Scotland,Turkmenistan
Morocco,Turkmenistan
Cambodia,Turkmenistan
Peru,Turkmenistan
Panama,Turkmenistan
Wales,Turkmenistan
Gabon,Turkmenistan
Brazil,Turkmenistan
North Korea,Turkmenistan
Myanmar,Turkmenistan
Vietnam,Turkmenistan
Bolivia,Turkmenistan
Mali,Turkmenistan
Thailand,Panama
Morocco,Panama
Nigeria,Panama
Sub-Saharan Africa,Panama
New Zealand,Panama
Malaysia,Panama
Congo,Panama
Barbados,Panama
Democratic Republic of Congo,Panama
Grenada,Panama
Spain,Panama
Bahrain,Panama
Scotland,Panama
Qatar,Panama
Nicaragua,Panama
Mali,Panama
Italy,Panama
Algeria,Panama
Vietnam,Panama
Cambodia,Panama
Brazil,Panama
Palestine,Panama
Gabon,Panama
North Korea,Panama
United Kingdom,Panama
Comoros,Panama
Myanmar,Panama
Bolivia,Panama
Tanzania,Panama
Lebanon,Panama
Uganda,Panama
Indonesia,Panama
Saint Lucia,Panama
Northern Ireland,Panama
Iran,Panama
Haiti,Panama
Yemen,Panama
Canada,Panama
Burkina Faso,Panama
Belarus,Panama
Bermuda,Panama
Mauritania,Panama
Honduras,Panama
Peru,Panama
Macedonia,Panama
Low SDI,Panama
High-income,Panama
Central Sub-Saharan Africa,Panama
Syria,Panama
Bhutan,Panama
High SDI,Panama
Turkey,Panama
Djibouti,Panama
Eastern Europe,Panama
Australasia,Panama
Tropical Latin America,Panama
Israel,Panama
Southern Latin America,Panama
Afghanistan,Panama
Somalia,Panama
Montenegro,Panama
Oman,Panama
Sudan,Panama
South Sudan,Panama
Wales,Panama
Netherlands,Panama
Jordan,Panama
England,Panama
Latin America and Caribbean,Panama
Australia,Panama
El Salvador,Panama
Ireland,Panama
North Africa and Middle East,Panama
United States Virgin Islands,Panama
Belarus,United States Virgin Islands
United Kingdom,United States Virgin Islands
Spain,United States Virgin Islands
New Zealand,United States Virgin Islands
Canada,United States Virgin Islands
Turkey,United States Virgin Islands
Uganda,United States Virgin Islands
Haiti,United States Virgin Islands
High-income,United States Virgin Islands
Low SDI,United States Virgin Islands
South Sudan,United States Virgin Islands
Oman,United States Virgin Islands
Nigeria,United States Virgin Islands
Afghanistan,United States Virgin Islands
Bahrain,United States Virgin Islands
Macedonia,United States Virgin Islands
Northern Ireland,United States Virgin Islands
Democratic Republic of Congo,United States Virgin Islands
North Korea,United States Virgin Islands
Mauritania,United States Virgin Islands
Iran,United States Virgin Islands
Bolivia,United States Virgin Islands
Honduras,United States Virgin Islands
Comoros,United States Virgin Islands
Australia,United States Virgin Islands
Australasia,United States Virgin Islands
Central Sub-Saharan Africa,United States Virgin Islands
Vietnam,United States Virgin Islands
Nicaragua,United States Virgin Islands
Andorra,United States Virgin Islands
Malaysia,United States Virgin Islands
Southern Latin America,United States Virgin Islands
Algeria,United States Virgin Islands
Indonesia,United States Virgin Islands
Tanzania,United States Virgin Islands
Latin America and Caribbean,United States Virgin Islands
Palestine,United States Virgin Islands
Lebanon,United States Virgin Islands
Tropical Latin America,United States Virgin Islands
Wales,United States Virgin Islands
Grenada,United States Virgin Islands
Gabon,United States Virgin Islands
Jordan,United States Virgin Islands
Scotland,United States Virgin Islands
High SDI,United States Virgin Islands
Israel,United States Virgin Islands
Djibouti,United States Virgin Islands
Netherlands,United States Virgin Islands
Saint Lucia,United States Virgin Islands
Montenegro,United States Virgin Islands
Yemen,United States Virgin Islands
Congo,United States Virgin Islands
Cambodia,United States Virgin Islands
Bhutan,United States Virgin Islands
El Salvador,United States Virgin Islands
Peru,United States Virgin Islands
Morocco,United States Virgin Islands
Somalia,United States Virgin Islands
Bermuda,United States Virgin Islands
Eastern Europe,United States Virgin Islands
Barbados,United States Virgin Islands
Syria,United States Virgin Islands
England,United States Virgin Islands
Thailand,United States Virgin Islands
Burkina Faso,United States Virgin Islands
Brazil,United States Virgin Islands
Italy,United States Virgin Islands
Qatar,United States Virgin Islands
North Africa and Middle East,United States Virgin Islands
Sudan,United States Virgin Islands
Ireland,United States Virgin Islands
Myanmar,United States Virgin Islands
Mali,United States Virgin Islands
Sub-Saharan Africa,United States Virgin Islands
Democratic Republic of Congo,Gabon
Tropical Latin America,Gabon
Central Sub-Saharan Africa,Gabon
Canada,Gabon
Oman,Gabon
Indonesia,Gabon
Spain,Gabon
Haiti,Gabon
United Kingdom,Gabon
Yemen,Gabon
Bermuda,Gabon
Brazil,Gabon
El Salvador,Gabon
Australia,Gabon
Barbados,Gabon
Congo,Gabon
Qatar,Gabon
Syria,Gabon
Australasia,Gabon
Belarus,Gabon
Lebanon,Gabon
Montenegro,Gabon
Tanzania,Gabon
Myanmar,Gabon
Sub-Saharan Africa,Gabon
Netherlands,Gabon
Scotland,Gabon
Israel,Gabon
Afghanistan,Gabon
Bahrain,Gabon
Low SDI,Gabon
High SDI,Gabon
New Zealand,Gabon
Southern Latin America,Gabon
Mali,Gabon
Turkey,Gabon
Grenada,Gabon
Peru,Gabon
Bolivia,Gabon
Jordan,Gabon
Somalia,Gabon
Eastern Europe,Gabon
North Korea,Gabon
Sudan,Gabon
Uganda,Gabon
Palestine,Gabon
Saint Lucia,Gabon
High-income,Gabon
Wales,Gabon
Cambodia,Gabon
Djibouti,Gabon
Thailand,Gabon
Macedonia,Gabon
Iran,Gabon
Malaysia,Gabon
Comoros,Gabon
England,Gabon
Honduras,Gabon
Bhutan,Gabon
North Africa and Middle East,Gabon
Burkina Faso,Gabon
Andorra,Gabon
Italy,Gabon
Nicaragua,Gabon
Algeria,Gabon
Nigeria,Gabon
Latin America and Caribbean,Gabon
South Sudan,Gabon
Mauritania,Gabon
Vietnam,Gabon
Northern Ireland,Gabon
Morocco,Gabon
Ireland,Gabon
Bhutan,Northern Ireland
Wales,Northern Ireland
Oman,Northern Ireland
Central Sub-Saharan Africa,Northern Ireland
Bahrain,Northern Ireland
Qatar,Northern Ireland
Low SDI,Northern Ireland
Spain,Northern Ireland
Indonesia,Northern Ireland
Lebanon,Northern Ireland
High SDI,Northern Ireland
Israel,Northern Ireland
Southern Latin America,Northern Ireland
Tanzania,Northern Ireland
Afghanistan,Northern Ireland
Netherlands,Northern Ireland
South Sudan,Northern Ireland
Honduras,Northern Ireland
Mauritania,Northern Ireland
Morocco,Northern Ireland
New Zealand,Northern Ireland
Montenegro,Northern Ireland
Sub-Saharan Africa,Northern Ireland
North Korea,Northern Ireland
United Kingdom,Northern Ireland
Somalia,Northern Ireland
Bolivia,Northern Ireland
England,Northern Ireland
Barbados,Northern Ireland
Tropical Latin America,Northern Ireland
Myanmar,Northern Ireland
Saint Lucia,Northern Ireland
Nicaragua,Northern Ireland
Comoros,Northern Ireland
Malaysia,Northern Ireland
Belarus,Northern Ireland
Congo,Northern Ireland
Scotland,Northern Ireland
Grenada,Northern Ireland
Burkina Faso,Northern Ireland
Cambodia,Northern Ireland
Canada,Northern Ireland
Thailand,Northern Ireland
Macedonia,Northern Ireland
North Africa and Middle East,Northern Ireland
Nigeria,Northern Ireland
Andorra,Northern Ireland
Mali,Northern Ireland
Haiti,Northern Ireland
Australia,Northern Ireland
Djibouti,Northern Ireland
Vietnam,Northern Ireland
Palestine,Northern Ireland
Jordan,Northern Ireland
Australasia,Northern Ireland
Peru,Northern Ireland
El Salvador,Northern Ireland
Brazil,Northern Ireland
Yemen,Northern Ireland
Algeria,Northern Ireland
Latin America and Caribbean,Northern Ireland
Italy,Northern Ireland
Uganda,Northern Ireland
Iran,Northern Ireland
High-income,Northern Ireland
Sudan,Northern Ireland
Ireland,Northern Ireland
Bermuda,Northern Ireland
Democratic Republic of Congo,Northern Ireland
Bosnia and Herzegovina,Northern Ireland
Turkey,Northern Ireland
Syria,Northern Ireland
Eastern Europe,Northern Ireland
Thailand,Latin America and Caribbean
Cambodia,Latin America and Caribbean
Australia,Latin America and Caribbean
Tropical Latin America,Latin America and Caribbean
Grenada,Latin America and Caribbean
Lebanon,Latin America and Caribbean
Peru,Latin America and Caribbean
Mali,Latin America and Caribbean
Nigeria,Latin America and Caribbean
Turkey,Latin America and Caribbean
Saint Lucia,Latin America and Caribbean
Belarus,Latin America and Caribbean
Eastern Europe,Latin America and Caribbean
New Zealand,Latin America and Caribbean
Canada,Latin America and Caribbean
Indonesia,Latin America and Caribbean
Congo,Latin America and Caribbean
Yemen,Latin America and Caribbean
Scotland,Latin America and Caribbean
Andorra,Latin America and Caribbean
Vietnam,Latin America and Caribbean
South Sudan,Latin America and Caribbean
Wales,Latin America and Caribbean
Bhutan,Latin America and Caribbean
Haiti,Latin America and Caribbean
Algeria,Latin America and Caribbean
Italy,Latin America and Caribbean
Bolivia,Latin America and Caribbean
Mauritania,Latin America and Caribbean
England,Latin America and Caribbean
Djibouti,Latin America and Caribbean
Central Sub-Saharan Africa,Latin America and Caribbean
High SDI,Latin America and Caribbean
Bermuda,Latin America and Caribbean
Comoros,Latin America and Caribbean
Malaysia,Latin America and Caribbean
Barbados,Latin America and Caribbean
Bahrain,Latin America and Caribbean
Low SDI,Latin America and Caribbean
Southern Latin America,Latin America and Caribbean
High-income,Latin America and Caribbean
Qatar,Latin America and Caribbean
Burkina Faso,Latin America and Caribbean
Brazil,Latin America and Caribbean
Iran,Latin America and Caribbean
Tanzania,Latin America and Caribbean
Oman,Latin America and Caribbean
Afghanistan,Latin America and Caribbean
Israel,Latin America and Caribbean
Macedonia,Latin America and Caribbean
Jordan,Latin America and Caribbean
Bosnia and Herzegovina,Latin America and Caribbean
Somalia,Latin America and Caribbean
Nicaragua,Latin America and Caribbean
Morocco,Latin America and Caribbean
North Africa and Middle East,Latin America and Caribbean
Australasia,Latin America and Caribbean
Ireland,Latin America and Caribbean
Democratic Republic of Congo,Latin America and Caribbean
North Korea,Latin America and Caribbean
Netherlands,Latin America and Caribbean
Syria,Latin America and Caribbean
Spain,Latin America and Caribbean
Sudan,Latin America and Caribbean
Sub-Saharan Africa,Latin America and Caribbean
Palestine,Latin America and Caribbean
Montenegro,Latin America and Caribbean
Honduras,Latin America and Caribbean
United Kingdom,Latin America and Caribbean
Uganda,Latin America and Caribbean
Myanmar,Latin America and Caribbean
El Salvador,Latin America and Caribbean
Myanmar,Lebanon
Scotland,Lebanon
Vietnam,Lebanon
Congo,Lebanon
Thailand,Lebanon
New Zealand,Lebanon
Ireland,Lebanon
Somalia,Lebanon
Indonesia,Lebanon
Iran,Lebanon
North Korea,Lebanon
Bahrain,Lebanon
Australia,Lebanon
Mali,Lebanon
Spain,Lebanon
Tropical Latin America,Lebanon
Qatar,Lebanon
England,Lebanon
Morocco,Lebanon
Cambodia,Lebanon
Eastern Europe,Lebanon
Palestine,Lebanon
Wales,Lebanon
Haiti,Lebanon
Belarus,Lebanon
Barbados,Lebanon
Turkey,Lebanon
Andorra,Lebanon
Italy,Lebanon
Malaysia,Lebanon
Yemen,Lebanon
Australasia,Lebanon
South Sudan,Lebanon
Grenada,Lebanon
Algeria,Lebanon
Comoros,Lebanon
Israel,Lebanon
El Salvador,Lebanon
Canada,Lebanon
High SDI,Lebanon
North Africa and Middle East,Lebanon
Bhutan,Lebanon
Burkina Faso,Lebanon
Montenegro,Lebanon
Low SDI,Lebanon
Netherlands,Lebanon
Bolivia,Lebanon
Bosnia and Herzegovina,Lebanon
Syria,Lebanon
Afghanistan,Lebanon
Bermuda,Lebanon
United Kingdom,Lebanon
Nigeria,Lebanon
Jordan,Lebanon
Democratic Republic of Congo,Lebanon
Tanzania,Lebanon
Nicaragua,Lebanon
Central Sub-Saharan Africa,Lebanon
Sudan,Lebanon
Uganda,Lebanon
Macedonia,Lebanon
Djibouti,Lebanon
Brazil,Lebanon
High-income,Lebanon
Saint Lucia,Lebanon
Oman,Lebanon
Southern Latin America,Lebanon
Sub-Saharan Africa,Lebanon
Mauritania,Lebanon
Peru,Lebanon
Honduras,Lebanon
Grenada,Burkina Faso
High-income,Burkina Faso
Mali,Burkina Faso
Myanmar,Burkina Faso
Yemen,Burkina Faso
Australasia,Burkina Faso
North Africa and Middle East,Burkina Faso
Spain,Burkina Faso
Morocco,Burkina Faso
Wales,Burkina Faso
Peru,Burkina Faso
Southern Latin America,Burkina Faso
South Sudan,Burkina Faso
Australia,Burkina Faso
Bermuda,Burkina Faso
Oman,Burkina Faso
Central Sub-Saharan Africa,Burkina Faso
Algeria,Burkina Faso
Indonesia,Burkina Faso
Tanzania,Burkina Faso
Mauritania,Burkina Faso
Uganda,Burkina Faso
Thailand,Burkina Faso
Tropical Latin America,Burkina Faso
Honduras,Burkina Faso
Low SDI,Burkina Faso
Somalia,Burkina Faso
Qatar,Burkina Faso
Afghanistan,Burkina Faso
Malaysia,Burkina Faso
Saint Lucia,Burkina Faso
Bosnia and Herzegovina,Burkina Faso
Barbados,Burkina Faso
Brazil,Burkina Faso
Israel,Burkina Faso
Congo,Burkina Faso
Turkey,Burkina Faso
Bolivia,Burkina Faso
Scotland,Burkina Faso
Montenegro,Burkina Faso
Sub-Saharan Africa,Burkina Faso
Sudan,Burkina Faso
Haiti,Burkina Faso
Russia,Burkina Faso
Canada,Burkina Faso
El Salvador,Burkina Faso
Netherlands,Burkina Faso
Nigeria,Burkina Faso
Iran,Burkina Faso
North Korea,Burkina Faso
Democratic Republic of Congo,Burkina Faso
Syria,Burkina Faso
Macedonia,Burkina Faso
Palestine,Burkina Faso
Ireland,Burkina Faso
Eastern Europe,Burkina Faso
Comoros,Burkina Faso
Jordan,Burkina Faso
Italy,Burkina Faso
Belarus,Burkina Faso
Nicaragua,Burkina Faso
Bhutan,Burkina Faso
United Kingdom,Burkina Faso
New Zealand,Burkina Faso
Andorra,Burkina Faso
Djibouti,Burkina Faso
England,Burkina Faso
Cambodia,Burkina Faso
Vietnam,Burkina Faso
High SDI,Burkina Faso
Bahrain,Burkina Faso
Eastern Europe,Syria
Palestine,Syria
Uganda,Syria
