source,target
High-income,Jamaica
Taiwan,Jamaica
Comoros,Jamaica
Hungary,Jamaica
Northern Ireland,Jamaica
Western Europe,Jamaica
Slovakia,Jamaica
Venezuela,Jamaica
Laos,Jamaica
Saint Vincent and the Grenadines,Jamaica
Bahamas,Jamaica
Paraguay,Jamaica
Vanuatu,Jamaica
Myanmar,Jamaica
Ecuador,Jamaica
Honduras,Japan
Iceland,Japan
Chile,Japan
Indonesia,Japan
Bermuda,Japan
Mexico,Japan
Cuba,Japan
South Africa,Japan
Comoros,Japan
Antigua and Barbuda,Japan
Pakistan,Japan
Scotland,Japan
Lebanon,Japan
Italy,Japan
Serbia,Japan
Ireland,Japan
Dominica,Japan
Sweden,Japan
Belgium,Japan
Syria,Japan
High-income Asia Pacific,Japan
Andorra,Japan
Tonga,Japan
Jordan,Japan
Sudan,Japan
Algeria,Japan
Myanmar,Japan
Nicaragua,Japan
North America,Japan
Suriname,Japan
Tropical Latin America,Japan
World,Japan
Azerbaijan,Japan
High-income,Japan
Paraguay,Japan
Western Europe,Japan
Venezuela,Japan
Cyprus,Japan
Croatia,Japan
Slovenia,Japan
New Zealand,Japan
Philippines,Japan
Portugal,Japan
Albania,Japan
Argentina,Japan
Haiti,Japan
Bhutan,Japan
Oceania,Japan
Latin America and Caribbean,Japan
Guyana,Japan
United Arab Emirates,Japan
Australasia,Japan
Malaysia,Japan
Colombia,Japan
Jamaica,Japan
Namibia,Japan
Luxembourg,Japan
Oman,Japan
Australia,Japan
Kuwait,Japan
Southeast Asia,Japan
England,Japan
Ecuador,Japan
Middle SDI,Japan
High SDI,Japan
Uruguay,Japan
Bangladesh,Japan
Romania,Japan
Barbados,Japan
Denmark,Japan
Solomon Islands,Japan
Malawi,Japan
Samoa,Japan
Belize,Japan
Brazil,Japan
Caribbean,Japan
Afghanistan,Japan
Nepal,Japan
Austria,Japan
North Macedonia,Japan
Hungary,Japan
Vanuatu,Japan
Fiji,Japan
Canada,Japan
South Korea,Japan
Palestine,Japan
Laos,Japan
Puerto Rico,Japan
North Africa and Middle East,Japan
Tunisia,Japan
Saint Lucia,Japan
Switzerland,Japan
Brunei,Japan
Southern Latin America,Japan
Andean Latin America,Japan
Dominican Republic,Japan
Taiwan,Japan
Marshall Islands,Japan
Malta,Japan
Slovakia,Japan
Norway,Japan
Montenegro,Japan
Libya,Japan
Yemen,Japan
Trinidad and Tobago,Japan
Netherlands,Japan
Saint Vincent and the Grenadines,Japan
American Samoa,Japan
Bahrain,Japan
Greece,Japan
Cambodia,Japan
Peru,Japan
Seychelles,Japan
Zambia,Japan
Germany,Japan
Costa Rica,Japan
High-middle SDI,Japan
Egypt,Japan
France,Japan
Turkey,Japan
United States Virgin Islands,Japan
Spain,Japan
Central Latin America,Japan
Thailand,Japan
Bolivia,Japan
Saudi Arabia,Japan
Poland,Japan
Grenada,Japan
United Kingdom,Japan
Czechia,Japan
Bahamas,Japan
Central Europe,Japan
United States,Japan
Qatar,Japan
Kiribati,Japan
Bulgaria,Japan
Bosnia and Herzegovina,Japan
Iraq,Japan
North Korea,Japan
Iran,Japan
Wales,Japan
Northern Mariana Islands,Japan
Micronesia (country),Japan
Southern Sub-Saharan Africa,Japan
Northern Ireland,Japan
Panama,Japan
Uruguay,Jordan
High SDI,Jordan
Belgium,Jordan
Brunei,Jordan
Comoros,Jordan
Panama,Jordan
North America,Jordan
Palestine,Jordan
Vanuatu,Jordan
Marshall Islands,Jordan
Tonga,Jordan
Colombia,Jordan
High-middle SDI,Jordan
Laos,Jordan
Barbados,Jordan
American Samoa,Jordan
Croatia,Jordan
Greece,Jordan
Bahrain,Jordan
Malta,Jordan
Caribbean,Jordan
Lebanon,Jordan
Jamaica,Jordan
Montenegro,Jordan
Slovenia,Jordan
Suriname,Jordan
Austria,Jordan
Wales,Jordan
Egypt,Jordan
Central Europe,Jordan
Bhutan,Jordan
Bulgaria,Jordan
Belize,Jordan
Zambia,Jordan
Oceania,Jordan
Haiti,Jordan
Bolivia,Jordan
Azerbaijan,Jordan
Cyprus,Jordan
Bosnia and Herzegovina,Jordan
Sudan,Jordan
Italy,Jordan
Samoa,Jordan
United Arab Emirates,Jordan
Kuwait,Jordan
Dominican Republic,Jordan
Serbia,Jordan
Turkey,Jordan
Oman,Jordan
Northern Ireland,Jordan
Tunisia,Jordan
Myanmar,Jordan
Honduras,Jordan
England,Jordan
France,Jordan
North Korea,Jordan
Fiji,Jordan
Peru,Jordan
United States,Jordan
North Macedonia,Jordan
Latin America and Caribbean,Jordan
Australia,Jordan
World,Jordan
Albania,Jordan
Middle SDI,Jordan
Paraguay,Jordan
Southeast Asia,Jordan
Seychelles,Jordan
Tropical Latin America,Jordan
Hungary,Jordan
Andean Latin America,Jordan
Indonesia,Jordan
Saint Vincent and the Grenadines,Jordan
Japan,Jordan
Western Europe,Jordan
Scotland,Jordan
New Zealand,Jordan
Saudi Arabia,Jordan
Nicaragua,Jordan
High-income,Jordan
Netherlands,Jordan
Libya,Jordan
Afghanistan,Jordan
Costa Rica,Jordan
Luxembourg,Jordan
Portugal,Jordan
North Africa and Middle East,Jordan
Northern Mariana Islands,Jordan
Iran,Jordan
Australasia,Jordan
Grenada,Jordan
Antigua and Barbuda,Jordan
Bangladesh,Jordan
Iraq,Jordan
Slovakia,Jordan
Kiribati,Jordan
Chile,Jordan
Syria,Jordan
Qatar,Jordan
Iceland,Jordan
Philippines,Jordan
Solomon Islands,Jordan
Malawi,Jordan
Denmark,Jordan
Guyana,Jordan
Yemen,Jordan
South Korea,Jordan
Andorra,Jordan
Venezuela,Jordan
Bahamas,Jordan
Poland,Jordan
Thailand,Jordan
Mexico,Jordan
United States Virgin Islands,Jordan
Trinidad and Tobago,Jordan
Namibia,Jordan
Southern Latin America,Jordan
Brazil,Jordan
Puerto Rico,Jordan
Dominica,Jordan
Micronesia (country),Jordan
Romania,Jordan
Argentina,Jordan
Saint Lucia,Jordan
Norway,Jordan
Switzerland,Jordan
Algeria,Jordan
High-income Asia Pacific,Jordan
Malaysia,Jordan
Cuba,Jordan
Taiwan,Jordan
South Africa,Jordan
Spain,Jordan
Southern Sub-Saharan Africa,Jordan
Ireland,Jordan
Pakistan,Jordan
Germany,Jordan
Ecuador,Jordan
Cambodia,Jordan
Nepal,Jordan
United Kingdom,Jordan
Canada,Jordan
Czechia,Jordan
Central Latin America,Jordan
Bermuda,Jordan
Sweden,Jordan
China,Kazakhstan
Mongolia,Kazakhstan
South Asia,Kazakhstan
Central Asia,Kazakhstan
Vietnam,Kazakhstan
Russia,Kazakhstan
Sao Tome and Principe,Kazakhstan
Cameroon,Kazakhstan
Sub-Saharan Africa,Kazakhstan
Kyrgyzstan,Kazakhstan
South Sudan,Kazakhstan
Central African Republic,Kazakhstan
Liberia,Kazakhstan
Congo,Kazakhstan
Uzbekistan,Kazakhstan
Burundi,Kazakhstan
Zimbabwe,Kazakhstan
Timor,Kazakhstan
Equatorial Guinea,Kazakhstan
Estonia,Kazakhstan
Ukraine,Kazakhstan
Mozambique,Kazakhstan
Greenland,Kazakhstan
Lesotho,Kazakhstan
Morocco,Kazakhstan
Madagascar,Kazakhstan
Uganda,Kazakhstan
Papua New Guinea,Kazakhstan
Ghana,Kazakhstan
Togo,Kazakhstan
Somalia,Kazakhstan
Turkmenistan,Kazakhstan
Maldives,Kazakhstan
Rwanda,Kazakhstan
Armenia,Kazakhstan
Low-middle SDI,Kazakhstan
Sri Lanka,Kazakhstan
Senegal,Kazakhstan
Djibouti,Kazakhstan
Gambia,Kazakhstan
Eastern Sub-Saharan Africa,Kazakhstan
Angola,Kazakhstan
Low SDI,Kazakhstan
Guam,Kazakhstan
Chad,Kazakhstan
Botswana,Kazakhstan
Eritrea,Kazakhstan
Benin,Kazakhstan
Lithuania,Kazakhstan
Ethiopia,Kazakhstan
India,Kazakhstan
El Salvador,Kazakhstan
Eastern Europe,Kazakhstan
Finland,Kazakhstan
Tanzania,Kazakhstan
Belarus,Kazakhstan
Central Sub-Saharan Africa,Kazakhstan
Western Sub-Saharan Africa,Kazakhstan
Central Europe Eastern Europe and Central Asia,Kazakhstan
Burkina Faso,Kazakhstan
Guinea,Kazakhstan
Guatemala,Kazakhstan
Southeast Asia East Asia and Oceania,Kazakhstan
Nigeria,Kazakhstan
East Asia,Kazakhstan
Mali,Kazakhstan
Kenya,Kazakhstan
Mauritius,Kazakhstan
Georgia,Kazakhstan
Cape Verde,Kazakhstan
Sierra Leone,Kazakhstan
Singapore,Kazakhstan
Israel,Kazakhstan
Gabon,Kazakhstan
Cote d'Ivoire,Kazakhstan
Latvia,Kazakhstan
Tajikistan,Kazakhstan
Moldova,Kazakhstan
Democratic Republic of Congo,Kazakhstan
Eswatini,Kazakhstan
Mauritania,Kazakhstan
Guinea-Bissau,Kazakhstan
Niger,Kazakhstan
Low SDI,Kenya
Singapore,Kenya
Angola,Kenya
Cote d'Ivoire,Kenya
Uzbekistan,Kenya
Burkina Faso,Kenya
Equatorial Guinea,Kenya
Nigeria,Kenya
China,Kenya
Eastern Sub-Saharan Africa,Kenya
India,Kenya
Gabon,Kenya
Western Sub-Saharan Africa,Kenya
Southeast Asia East Asia and Oceania,Kenya
Moldova,Kenya
Sri Lanka,Kenya
Liberia,Kenya
Ethiopia,Kenya
Tanzania,Kenya
Vietnam,Kenya
Djibouti,Kenya
Greenland,Kenya
Lesotho,Kenya
Senegal,Kenya
Uganda,Kenya
Mali,Kenya
Kazakhstan,Kenya
Tajikistan,Kenya
Low-middle SDI,Kenya
East Asia,Kenya
Maldives,Kenya
Benin,Kenya
Central Asia,Kenya
Guam,Kenya
Guinea-Bissau,Kenya
Cameroon,Kenya
Russia,Kenya
Mozambique,Kenya
Eswatini,Kenya
Chad,Kenya
Georgia,Kenya
South Asia,Kenya
Israel,Kenya
Belarus,Kenya
Botswana,Kenya
Kyrgyzstan,Kenya
Congo,Kenya
Niger,Kenya
Ukraine,Kenya
Ghana,Kenya
Mongolia,Kenya
Finland,Kenya
Zimbabwe,Kenya
Rwanda,Kenya
Central Europe Eastern Europe and Central Asia,Kenya
Latvia,Kenya
Eritrea,Kenya
Madagascar,Kenya
Papua New Guinea,Kenya
Eastern Europe,Kenya
Gambia,Kenya
Mauritius,Kenya
Guinea,Kenya
Guatemala,Kenya
Sao Tome and Principe,Kenya
Armenia,Kenya
El Salvador,Kenya
Mauritania,Kenya
Timor,Kenya
Sierra Leone,Kenya
Estonia,Kenya
Democratic Republic of Congo,Kenya
Central Sub-Saharan Africa,Kenya
Central African Republic,Kenya
Cape Verde,Kenya
Morocco,Kenya
Somalia,Kenya
South Sudan,Kenya
Turkmenistan,Kenya
Burundi,Kenya
Lithuania,Kenya
Togo,Kenya
Sub-Saharan Africa,Kenya
Solomon Islands,Kiribati
Dominican Republic,Kiribati
Argentina,Kiribati
Southeast Asia,Kiribati
Slovenia,Kiribati
Cambodia,Kiribati
Croatia,Kiribati
Malawi,Kiribati
Colombia,Kiribati
Japan,Kiribati
Norway,Kiribati
Afghanistan,Kiribati
Italy,Kiribati
Austria,Kiribati
Northern Mariana Islands,Kiribati
Nepal,Kiribati
Bulgaria,Kiribati
Cyprus,Kiribati
Netherlands,Kiribati
Wales,Kiribati
Western Europe,Kiribati
Algeria,Kiribati
Greece,Kiribati
France,Kiribati
Slovakia,Kiribati
Marshall Islands,Kiribati
Spain,Kiribati
Germany,Kiribati
Albania,Kiribati
Sudan,Kiribati
Trinidad and Tobago,Kiribati
Switzerland,Kiribati
Zambia,Kiribati
Honduras,Kiribati
Bermuda,Kiribati
Belgium,Kiribati
Libya,Kiribati
Turkey,Kiribati
North Macedonia,Kiribati
Latin America and Caribbean,Kiribati
Grenada,Kiribati
Ecuador,Kiribati
Oceania,Kiribati
Egypt,Kiribati
United Arab Emirates,Kiribati
World,Kiribati
Philippines,Kiribati
Bolivia,Kiribati
Andean Latin America,Kiribati
Laos,Kiribati
Antigua and Barbuda,Kiribati
Venezuela,Kiribati
Australia,Kiribati
Fiji,Kiribati
Taiwan,Kiribati
Bangladesh,Kiribati
High-income Asia Pacific,Kiribati
Ireland,Kiribati
Lebanon,Kiribati
Bhutan,Kiribati
Australasia,Kiribati
United Kingdom,Kiribati
Samoa,Kiribati
Saint Vincent and the Grenadines,Kiribati
Myanmar,Kiribati
Bahrain,Kiribati
Brazil,Kiribati
Jordan,Kiribati
Cuba,Kiribati
Middle SDI,Kiribati
Belize,Kiribati
Vanuatu,Kiribati
North Africa and Middle East,Kiribati
Bosnia and Herzegovina,Kiribati
South Korea,Kiribati
Suriname,Kiribati
Micronesia (country),Kiribati
Oman,Kiribati
Andorra,Kiribati
Chile,Kiribati
Paraguay,Kiribati
United States,Kiribati
Seychelles,Kiribati
Central Latin America,Kiribati
Costa Rica,Kiribati
Puerto Rico,Kiribati
Mexico,Kiribati
Iran,Kiribati
Czechia,Kiribati
American Samoa,Kiribati
Poland,Kiribati
Portugal,Kiribati
New Zealand,Kiribati
North Korea,Kiribati
Malta,Kiribati
Serbia,Kiribati
High-income,Kiribati
Canada,Kiribati
England,Kiribati
Peru,Kiribati
Panama,Kiribati
Romania,Kiribati
Pakistan,Kiribati
High-middle SDI,Kiribati
North America,Kiribati
Southern Sub-Saharan Africa,Kiribati
Qatar,Kiribati
Scotland,Kiribati
Caribbean,Kiribati
Uruguay,Kiribati
Hungary,Kiribati
Tropical Latin America,Kiribati
Thailand,Kiribati
Nicaragua,Kiribati
United States Virgin Islands,Kiribati
Iraq,Kiribati
Haiti,Kiribati
Namibia,Kiribati
Iceland,Kiribati
High SDI,Kiribati
Saudi Arabia,Kiribati
Southern Latin America,Kiribati
Yemen,Kiribati
Northern Ireland,Kiribati
Sweden,Kiribati
Luxembourg,Kiribati
Malaysia,Kiribati
Tonga,Kiribati
Indonesia,Kiribati
Jamaica,Kiribati
Palestine,Kiribati
South Africa,Kiribati
Brunei,Kiribati
Guyana,Kiribati
Kuwait,Kiribati
Central Europe,Kiribati
Azerbaijan,Kiribati
Syria,Kiribati
Saint Lucia,Kiribati
Comoros,Kiribati
Tunisia,Kiribati
Montenegro,Kiribati
Denmark,Kiribati
Dominica,Kiribati
Barbados,Kiribati
Bahamas,Kiribati
North Macedonia,Kuwait
Puerto Rico,Kuwait
Tropical Latin America,Kuwait
Argentina,Kuwait
Barbados,Kuwait
United Arab Emirates,Kuwait
Paraguay,Kuwait
Palestine,Kuwait
Bhutan,Kuwait
Serbia,Kuwait
Bulgaria,Kuwait
Southern Sub-Saharan Africa,Kuwait
Brazil,Kuwait
Saudi Arabia,Kuwait
Sweden,Kuwait
Colombia,Kuwait
Solomon Islands,Kuwait
Poland,Kuwait
Scotland,Kuwait
Portugal,Kuwait
Andean Latin America,Kuwait
Panama,Kuwait
Peru,Kuwait
Jordan,Kuwait
High SDI,Kuwait
New Zealand,Kuwait
Australasia,Kuwait
Marshall Islands,Kuwait
Cyprus,Kuwait
Uruguay,Kuwait
Chile,Kuwait
Southern Latin America,Kuwait
Syria,Kuwait
Caribbean,Kuwait
Algeria,Kuwait
Belize,Kuwait
Northern Mariana Islands,Kuwait
Albania,Kuwait
Jamaica,Kuwait
Malawi,Kuwait
Andorra,Kuwait
Laos,Kuwait
Bolivia,Kuwait
Fiji,Kuwait
Bahamas,Kuwait
North Korea,Kuwait
Middle SDI,Kuwait
Bosnia and Herzegovina,Kuwait
Nepal,Kuwait
Iraq,Kuwait
Bermuda,Kuwait
Central Latin America,Kuwait
United States Virgin Islands,Kuwait
Australia,Kuwait
England,Kuwait
Italy,Kuwait
Austria,Kuwait
North Africa and Middle East,Kuwait
Ecuador,Kuwait
Indonesia,Kuwait
Yemen,Kuwait
Zambia,Kuwait
Germany,Kuwait
Antigua and Barbuda,Kuwait
Lebanon,Kuwait
Guyana,Kuwait
United States,Kuwait
Nicaragua,Kuwait
Honduras,Kuwait
Malta,Kuwait
Sudan,Kuwait
Oceania,Kuwait
Saint Lucia,Kuwait
Myanmar,Kuwait
Venezuela,Kuwait
Kiribati,Kuwait
Switzerland,Kuwait
Canada,Kuwait
France,Kuwait
Mexico,Kuwait
Tunisia,Kuwait
Dominican Republic,Kuwait
Norway,Kuwait
Seychelles,Kuwait
Japan,Kuwait
Belgium,Kuwait
Suriname,Kuwait
Taiwan,Kuwait
Hungary,Kuwait
Thailand,Kuwait
South Africa,Kuwait
Afghanistan,Kuwait
World,Kuwait
Latin America and Caribbean,Kuwait
Slovenia,Kuwait
Bangladesh,Kuwait
Micronesia (country),Kuwait
American Samoa,Kuwait
Trinidad and Tobago,Kuwait
Azerbaijan,Kuwait
Qatar,Kuwait
Samoa,Kuwait
Romania,Kuwait
Oman,Kuwait
Netherlands,Kuwait
Grenada,Kuwait
Costa Rica,Kuwait
United Kingdom,Kuwait
Denmark,Kuwait
Northern Ireland,Kuwait
Pakistan,Kuwait
Namibia,Kuwait
Slovakia,Kuwait
Greece,Kuwait
Tonga,Kuwait
Montenegro,Kuwait
Egypt,Kuwait
Iran,Kuwait
Comoros,Kuwait
Malaysia,Kuwait
Bahrain,Kuwait
High-middle SDI,Kuwait
Croatia,Kuwait
High-income,Kuwait
Central Europe,Kuwait
Saint Vincent and the Grenadines,Kuwait
Haiti,Kuwait
South Korea,Kuwait
High-income Asia Pacific,Kuwait
Luxembourg,Kuwait
Vanuatu,Kuwait
Turkey,Kuwait
Brunei,Kuwait
Southeast Asia,Kuwait
North America,Kuwait
Western Europe,Kuwait
Dominica,Kuwait
Cambodia,Kuwait
Cuba,Kuwait
Philippines,Kuwait
Czechia,Kuwait
Spain,Kuwait
Iceland,Kuwait
Libya,Kuwait
Ireland,Kuwait
Wales,Kuwait
Guatemala,Kyrgyzstan
Cape Verde,Kyrgyzstan
Mauritius,Kyrgyzstan
Central Europe Eastern Europe and Central Asia,Kyrgyzstan
Gambia,Kyrgyzstan
Southeast Asia East Asia and Oceania,Kyrgyzstan
Belarus,Kyrgyzstan
Somalia,Kyrgyzstan
Georgia,Kyrgyzstan
Burundi,Kyrgyzstan
Vietnam,Kyrgyzstan
Gabon,Kyrgyzstan
Central African Republic,Kyrgyzstan
Mozambique,Kyrgyzstan
Sierra Leone,Kyrgyzstan
Lithuania,Kyrgyzstan
Low SDI,Kyrgyzstan
Nigeria,Kyrgyzstan
Morocco,Kyrgyzstan
Zimbabwe,Kyrgyzstan
Israel,Kyrgyzstan
Togo,Kyrgyzstan
Liberia,Kyrgyzstan
Armenia,Kyrgyzstan
Timor,Kyrgyzstan
Congo,Kyrgyzstan
Mongolia,Kyrgyzstan
Mali,Kyrgyzstan
Guinea,Kyrgyzstan
Maldives,Kyrgyzstan
Cote d'Ivoire,Kyrgyzstan
Eastern Europe,Kyrgyzstan
East Asia,Kyrgyzstan
Botswana,Kyrgyzstan
Lesotho,Kyrgyzstan
Guam,Kyrgyzstan
India,Kyrgyzstan
Benin,Kyrgyzstan
Senegal,Kyrgyzstan
South Sudan,Kyrgyzstan
Mauritania,Kyrgyzstan
Sub-Saharan Africa,Kyrgyzstan
Sri Lanka,Kyrgyzstan
Central Sub-Saharan Africa,Kyrgyzstan
Guinea-Bissau,Kyrgyzstan
Democratic Republic of Congo,Kyrgyzstan
Cameroon,Kyrgyzstan
Estonia,Kyrgyzstan
Tanzania,Kyrgyzstan
Uganda,Kyrgyzstan
Eastern Sub-Saharan Africa,Kyrgyzstan
El Salvador,Kyrgyzstan
Moldova,Kyrgyzstan
Ukraine,Kyrgyzstan
Tajikistan,Kyrgyzstan
Rwanda,Kyrgyzstan
Sao Tome and Principe,Kyrgyzstan
Greenland,Kyrgyzstan
China,Kyrgyzstan
Papua New Guinea,Kyrgyzstan
Angola,Kyrgyzstan
Ghana,Kyrgyzstan
Uzbekistan,Kyrgyzstan
Chad,Kyrgyzstan
Equatorial Guinea,Kyrgyzstan
Finland,Kyrgyzstan
Eritrea,Kyrgyzstan
South Asia,Kyrgyzstan
Latvia,Kyrgyzstan
Russia,Kyrgyzstan
Low-middle SDI,Kyrgyzstan
Niger,Kyrgyzstan
Kenya,Kyrgyzstan
Western Sub-Saharan Africa,Kyrgyzstan
Ethiopia,Kyrgyzstan
Kazakhstan,Kyrgyzstan
Singapore,Kyrgyzstan
Eswatini,Kyrgyzstan
Turkmenistan,Kyrgyzstan
Burkina Faso,Kyrgyzstan
Djibouti,Kyrgyzstan
Madagascar,Kyrgyzstan
Central Asia,Kyrgyzstan
Dominican Republic,Laos
Cuba,Laos
Southeast Asia,Laos
Cambodia,Laos
Malta,Laos
Croatia,Laos
Hungary,Laos
Northern Mariana Islands,Laos
Thailand,Laos
Australasia,Laos
Caribbean,Laos
Myanmar,Laos
Portugal,Laos
Antigua and Barbuda,Laos
Oceania,Laos
Norway,Laos
Malaysia,Laos
Saudi Arabia,Laos
Indonesia,Laos
Bosnia and Herzegovina,Laos
Colombia,Laos
Bangladesh,Laos
Western Europe,Laos
Samoa,Laos
Bermuda,Laos
Lebanon,Laos
Bhutan,Laos
Montenegro,Laos
Wales,Laos
Australia,Laos
United States,Laos
Denmark,Laos
Grenada,Laos
Nicaragua,Laos
Costa Rica,Laos
Haiti,Laos
Northern Ireland,Laos
Yemen,Laos
Canada,Laos
High-income Asia Pacific,Laos
High SDI,Laos
New Zealand,Laos
Oman,Laos
Puerto Rico,Laos
High-income,Laos
Palestine,Laos
United Arab Emirates,Laos
France,Laos
Luxembourg,Laos
Honduras,Laos
Middle SDI,Laos
Argentina,Laos
Solomon Islands,Laos
South Korea,Laos
Romania,Laos
Switzerland,Laos
Albania,Laos
Algeria,Laos
Qatar,Laos
Ireland,Laos
Iceland,Laos
Bahrain,Laos
Central Latin America,Laos
Venezuela,Laos
Egypt,Laos
Iraq,Laos
Namibia,Laos
Saint Lucia,Laos
Vanuatu,Laos
High-middle SDI,Laos
Andean Latin America,Laos
Italy,Laos
Scotland,Laos
Netherlands,Laos
Comoros,Laos
Bahamas,Laos
World,Laos
Spain,Laos
Guyana,Laos
Turkey,Laos
Belize,Laos
North Africa and Middle East,Laos
Austria,Laos
England,Laos
Poland,Laos
Tonga,Laos
Kuwait,Laos
Tropical Latin America,Laos
Malawi,Laos
Brunei,Laos
Czechia,Laos
Serbia,Laos
Belgium,Laos
Sudan,Laos
Southern Latin America,Laos
Libya,Laos
Slovenia,Laos
Andorra,Laos
Brazil,Laos
Nepal,Laos
Japan,Laos
Syria,Laos
Tunisia,Laos
Latin America and Caribbean,Laos
Dominica,Laos
Bulgaria,Laos
Uruguay,Laos
Philippines,Laos
Central Europe,Laos
Peru,Laos
North Korea,Laos
Seychelles,Laos
Mexico,Laos
Azerbaijan,Laos
Zambia,Laos
Kiribati,Laos
Cyprus,Laos
Pakistan,Laos
Iran,Laos
Slovakia,Laos
American Samoa,Laos
Southern Sub-Saharan Africa,Laos
South Africa,Laos
Bolivia,Laos
Taiwan,Laos
Germany,Laos
United States Virgin Islands,Laos
Paraguay,Laos
Panama,Laos
Greece,Laos
North America,Laos
Barbados,Laos
Trinidad and Tobago,Laos
Jamaica,Laos
Jordan,Laos
North Macedonia,Laos
Suriname,Laos
Sweden,Laos
Fiji,Laos
United Kingdom,Laos
Ecuador,Laos
Afghanistan,Laos
Micronesia (country),Laos
Chile,Laos
Saint Vincent and the Grenadines,Laos
Marshall Islands,Laos
Tunisia,Latin America and Caribbean
Iceland,Latin America and Caribbean
Bahrain,Latin America and Caribbean
Solomon Islands,Latin America and Caribbean
Sudan,Latin America and Caribbean
Portugal,Latin America and Caribbean
Bermuda,Latin America and Caribbean
North Macedonia,Latin America and Caribbean
Algeria,Latin America and Caribbean
Oman,Latin America and Caribbean
Paraguay,Latin America and Caribbean
Pakistan,Latin America and Caribbean
Brunei,Latin America and Caribbean
Northern Mariana Islands,Latin America and Caribbean
North America,Latin America and Caribbean
Albania,Latin America and Caribbean
Bangladesh,Latin America and Caribbean
Chile,Latin America and Caribbean
Slovakia,Latin America and Caribbean
France,Latin America and Caribbean
Kiribati,Latin America and Caribbean
Zambia,Latin America and Caribbean
Puerto Rico,Latin America and Caribbean
Poland,Latin America and Caribbean
Palestine,Latin America and Caribbean
Marshall Islands,Latin America and Caribbean
Lebanon,Latin America and Caribbean
Colombia,Latin America and Caribbean
Philippines,Latin America and Caribbean
Ecuador,Latin America and Caribbean
Bosnia and Herzegovina,Latin America and Caribbean
Peru,Latin America and Caribbean
Turkey,Latin America and Caribbean
Austria,Latin America and Caribbean
Saint Lucia,Latin America and Caribbean
Denmark,Latin America and Caribbean
Nicaragua,Latin America and Caribbean
Iran,Latin America and Caribbean
Myanmar,Latin America and Caribbean
High-income Asia Pacific,Latin America and Caribbean
Qatar,Latin America and Caribbean
Dominican Republic,Latin America and Caribbean
Sweden,Latin America and Caribbean
Suriname,Latin America and Caribbean
Andean Latin America,Latin America and Caribbean
Cuba,Latin America and Caribbean
Cambodia,Latin America and Caribbean
Belgium,Latin America and Caribbean
Ireland,Latin America and Caribbean
Mexico,Latin America and Caribbean
Caribbean,Latin America and Caribbean
Serbia,Latin America and Caribbean
Micronesia (country),Latin America and Caribbean
Germany,Latin America and Caribbean
Greece,Latin America and Caribbean
Bahamas,Latin America and Caribbean
United Arab Emirates,Latin America and Caribbean
High-income,Latin America and Caribbean
Croatia,Latin America and Caribbean
Dominica,Latin America and Caribbean
Japan,Latin America and Caribbean
North Korea,Latin America and Caribbean
Bhutan,Latin America and Caribbean
Indonesia,Latin America and Caribbean
Guyana,Latin America and Caribbean
Taiwan,Latin America and Caribbean
Southeast Asia,Latin America and Caribbean
Central Europe,Latin America and Caribbean
Azerbaijan,Latin America and Caribbean
Seychelles,Latin America and Caribbean
Tonga,Latin America and Caribbean
Bulgaria,Latin America and Caribbean
Afghanistan,Latin America and Caribbean
Belize,Latin America and Caribbean
Malta,Latin America and Caribbean
Venezuela,Latin America and Caribbean
Western Europe,Latin America and Caribbean
Luxembourg,Latin America and Caribbean
Spain,Latin America and Caribbean
Trinidad and Tobago,Latin America and Caribbean
Central Latin America,Latin America and Caribbean
Tropical Latin America,Latin America and Caribbean
North Africa and Middle East,Latin America and Caribbean
Yemen,Latin America and Caribbean
Kuwait,Latin America and Caribbean
Cyprus,Latin America and Caribbean
Saint Vincent and the Grenadines,Latin America and Caribbean
Switzerland,Latin America and Caribbean
High SDI,Latin America and Caribbean
Australia,Latin America and Caribbean
Syria,Latin America and Caribbean
Samoa,Latin America and Caribbean
Iraq,Latin America and Caribbean
South Africa,Latin America and Caribbean
Jordan,Latin America and Caribbean
Libya,Latin America and Caribbean
Scotland,Latin America and Caribbean
Australasia,Latin America and Caribbean
New Zealand,Latin America and Caribbean
Italy,Latin America and Caribbean
Southern Latin America,Latin America and Caribbean
South Korea,Latin America and Caribbean
United States,Latin America and Caribbean
Malaysia,Latin America and Caribbean
Hungary,Latin America and Caribbean
Middle SDI,Latin America and Caribbean
United Kingdom,Latin America and Caribbean
Slovenia,Latin America and Caribbean
Nepal,Latin America and Caribbean
Czechia,Latin America and Caribbean
Wales,Latin America and Caribbean
Oceania,Latin America and Caribbean
Antigua and Barbuda,Latin America and Caribbean
Uruguay,Latin America and Caribbean
Northern Ireland,Latin America and Caribbean
Malawi,Latin America and Caribbean
Laos,Latin America and Caribbean
Honduras,Latin America and Caribbean
Brazil,Latin America and Caribbean
World,Latin America and Caribbean
Haiti,Latin America and Caribbean
Thailand,Latin America and Caribbean
Comoros,Latin America and Caribbean
American Samoa,Latin America and Caribbean
Fiji,Latin America and Caribbean
United States Virgin Islands,Latin America and Caribbean
Panama,Latin America and Caribbean
Vanuatu,Latin America and Caribbean
Grenada,Latin America and Caribbean
Montenegro,Latin America and Caribbean
Southern Sub-Saharan Africa,Latin America and Caribbean
Namibia,Latin America and Caribbean
Jamaica,Latin America and Caribbean
Norway,Latin America and Caribbean
England,Latin America and Caribbean
